35	Left-mOg	0.2	0.196078	0.529412	0	0.00246914
36	Left-pOg	0.290196	0.607843	0.235294	0	0.00253968
37	Left-Stellate	0.470588	0.243137	0.168627	0	0.00261023
38	Left-Porg	0.290196	0.607843	0.235294	0	0.00268078
39	Left-Aorg	0.478431	0.529412	0.196078	0	0.00275132
40	Right-Cerebral-Exterior	0.27451	0.509804	0.705882	0	0.00282187
41	Right-Cerebral-White-Matter	0.960784	0.960784	0.960784	0	0.00289242
42	Right-Cerebral-Cortex	0.803922	0.243137	0.305882	0	0.00296296
43	Right-Lateral-Ventricle	0.470588	0.0705882	0.52549	0	0.00303351
44	Right-Inf-Lat-Vent	0.768627	0.227451	0.980392	0	0.00310406
45	Right-Cerebellum-Exterior	0	0.580392	0	0	0.0031746
46	Right-Cerebellum-White-Matter	0.862745	0.972549	0.643137	0	0.00324515
47	Right-Cerebellum-Cortex	0.901961	0.580392	0.133333	0	0.0033157
48	Right-Thalamus-unused	0	0.462745	0.054902	0	0.00338624
49	Right-Thalamus	0	0.462745	0.054902	0	0.00345679
50	Right-Caudate	0.478431	0.729412	0.862745	0	0.00352734
51	Right-Putamen	0.92549	0.0509804	0.690196	0	0.00359788
52	Right-Pallidum	0.0509804	0.188235	1	0	0.00366843
53	Right-Hippocampus	0.862745	0.847059	0.0784314	0	0.00373898
54	Right-Amygdala	0.403922	1	1	0	0.00380952
55	Right-Insula	0.313726	0.768627	0.384314	0	0.00388007
56	Right-Operculum	0.235294	0.227451	0.823529	0	0.00395062
57	Right-Lesion	1	0.647059	0	0	0.00402116
58	Right-Accumbens-area	1	0.647059	0	0	0.00409171
59	Right-Substancia-Nigra	0	1	0.498039	0	0.00416226
60	Right-VentralDC	0.647059	0.164706	0.164706	0	0.0042328
61	Right-undetermined	0.529412	0.807843	0.921569	0	0.00430335
62	Right-vessel	0.627451	0.12549	0.941176	0	0.0043739
63	Right-choroid-plexus	0	0.784314	0.866667	0	0.00444444
64	Right-F3orb	0.392157	0.196078	0.392157	0	0.00451499
65	Right-lOg	0.529412	0.196078	0.290196	0	0.00458554
66	Right-aOg	0.478431	0.529412	0.196078	0	0.00465608
67	Right-mOg	0.2	0.196078	0.529412	0	0.00472663
68	Right-pOg	0.290196	0.607843	0.235294	0	0.00479718
69	Right-Stellate	0.470588	0.243137	0.168627	0	0.00486773
70	Right-Porg	0.290196	0.607843	0.235294	0	0.00493827
71	Right-Aorg	0.478431	0.529412	0.196078	0	0.00500882
72	5th-Ventricle	0.470588	0.745098	0.588235	0	0.00507936
73	Left-Interior	0.478431	0.529412	0.196078	0	0.00514991
74	Right-Interior	0.478431	0.529412	0.196078	0	0.00522046
77	WM-hypointensities	0.784314	0.27451	1	0	0.0054321
78	Left-WM-hypointensities	1	0.580392	0.0392157	0	0.00550265
79	Right-WM-hypointensities	1	0.580392	0.0392157	0	0.00557319
80	non-WM-hypointensities	0.643137	0.423529	0.886275	0	0.00564374
81	Left-non-WM-hypointensities	0.643137	0.423529	0.886275	0	0.00571429
82	Right-non-WM-hypointensities	0.643137	0.423529	0.886275	0	0.00578483
83	Left-F1	1	0.854902	0.72549	0	0.00585538
84	Right-F1	1	0.854902	0.72549	0	0.00592593
85	Optic-Chiasm	0.917647	0.662745	0.117647	0	0.00599647
192	Corpus_Callosum	0.980392	1	0.196078	0	0.013545
86	Left_future_WMSA	0.784314	0.470588	1	0	0.00606702
87	Right_future_WMSA	0.784314	0.47451	1	0	0.00613757
88	future_WMSA	0.784314	0.478431	1	0	0.00620811
96	Left-Amygdala-Anterior	0.803922	0.0392157	0.490196	0	0.00677249
97	Right-Amygdala-Anterior	0.803922	0.0392157	0.490196	0	0.00684303
98	Dura	0.627451	0.12549	0.941176	0	0.00691358
99	Lesion	1	0.647059	0	0	0.00698413
100	Left-wm-intensity-abnormality	0.486275	0.54902	0.698039	0	0.00705467
101	Left-caudate-intensity-abnormality	0.490196	0.54902	0.698039	0	0.00712522
102	Left-putamen-intensity-abnormality	0.494118	0.54902	0.698039	0	0.00719577
103	Left-accumbens-intensity-abnormality	0.498039	0.54902	0.698039	0	0.00726631
104	Left-pallidum-intensity-abnormality	0.486275	0.552941	0.698039	0	0.00733686
105	Left-amygdala-intensity-abnormality	0.486275	0.556863	0.698039	0	0.00740741
106	Left-hippocampus-intensity-abnormality	0.486275	0.560784	0.698039	0	0.00747795
107	Left-thalamus-intensity-abnormality	0.486275	0.564706	0.698039	0	0.0075485
108	Left-VDC-intensity-abnormality	0.486275	0.54902	0.701961	0	0.00761905
109	Right-wm-intensity-abnormality	0.486275	0.54902	0.698039	0	0.00768959
110	Right-caudate-intensity-abnormality	0.490196	0.54902	0.698039	0	0.00776014
111	Right-putamen-intensity-abnormality	0.494118	0.54902	0.698039	0	0.00783069
112	Right-accumbens-intensity-abnormality	0.498039	0.54902	0.698039	0	0.00790123
113	Right-pallidum-intensity-abnormality	0.486275	0.552941	0.698039	0	0.00797178
114	Right-amygdala-intensity-abnormality	0.486275	0.556863	0.698039	0	0.00804233
115	Right-hippocampus-intensity-abnormality	0.486275	0.560784	0.698039	0	0.00811287
116	Right-thalamus-intensity-abnormality	0.486275	0.564706	0.698039	0	0.00818342
117	Right-VDC-intensity-abnormality	0.486275	0.54902	0.701961	0	0.00825397
118	Epidermis	1	0.0784314	0.576471	0	0.00832452
119	Conn-Tissue	0.803922	0.701961	0.545098	0	0.00839506
120	SC-Fat-Muscle	0.933333	0.933333	0.819608	0	0.00846561
121	Cranium	0.784314	0.784314	0.784314	0	0.00853616
122	CSF-SA	0.290196	1	0.290196	0	0.0086067
123	Muscle	0.933333	0	0	0	0.00867725
124	Ear	0	0	0.545098	0	0.0087478
125	Adipose	0.678431	1	0.184314	0	0.00881834
126	Spinal-Cord	0.521569	0.796078	0.898039	0	0.00888889
127	Soft-Tissue	0.101961	0.929412	0.223529	0	0.00895944
128	Nerve	0.133333	0.545098	0.133333	0	0.00902998
129	Bone	0.117647	0.564706	1	0	0.00910053
130	AirCavity	0.768627	0.627451	0.501961	0	0.00917108
131	Orbital-Fat	0.933333	0.231373	0.231373	0	0.00924162
132	Tongue	0.866667	0.152941	0.784314	0	0.00931217
133	Nasal-Structures	0.933333	0.682353	0.933333	0	0.00938272
134	Globe	1	0	0	0	0.00945326
135	Teeth	0.282353	0.239216	0.545098	0	0.00952381
136	Left-Caudate-Putamen	0.0823529	0.152941	0.517647	0	0.00959436
137	Right-Caudate-Putamen	0.0823529	0.152941	0.517647	0	0.0096649
138	Left-Claustrum	0.254902	0.529412	0.0784314	0	0.00973545
139	Right-Claustrum	0.254902	0.529412	0.0784314	0	0.009806
140	Cornea	0.52549	0.0156863	0.627451	0	0.00987654
142	Diploe	0.866667	0.886275	0.266667	0	0.0100176
143	Vitreous-Humor	1	1	0.996078	0	0.0100882
144	Lens	0.203922	0.819608	0.886275	0	0.0101587
145	Aqueous-Humor	0.937255	0.627451	0.87451	0	0.0102293
146	Outer-Table	0.27451	0.509804	0.705882	0	0.0102998
147	Inner-Table	0.27451	0.509804	0.709804	0	0.0103704
148	Periosteum	0.545098	0.47451	0.368627	0	0.0104409
149	Endosteum	0.878431	0.878431	0.878431	0	0.0105115
150	R-C-S	1	0	0	0	0.010582
151	Iris	0.803922	0.803922	0	0	0.0106526
152	SC-Adipose-Muscle	0.933333	0.933333	0.819608	0	0.0107231
153	SC-Tissue	0.545098	0.47451	0.368627	0	0.0107937
154	Orbital-Adipose	0.933333	0.231373	0.231373	0	0.0108642
155	Left-IntCapsule-Ant	0.933333	0.231373	0.231373	0	0.0109347
156	Right-IntCapsule-Ant	0.933333	0.231373	0.231373	0	0.0110053
157	Left-IntCapsule-Pos	0.243137	0.0392157	0.803922	0	0.0110758
158	Right-IntCapsule-Pos	0.243137	0.0392157	0.803922	0	0.0111464
159	Left-Cerebral-WM-unmyelinated	0	0.462745	0.054902	0	0.0112169
160	Right-Cerebral-WM-unmyelinated	0	0.462745	0.054902	0	0.0112875
161	Left-Cerebral-WM-myelinated	0.862745	0.847059	0.0823529	0	0.011358
162	Right-Cerebral-WM-myelinated	0.862745	0.847059	0.0823529	0	0.0114286
163	Left-Subcortical-Gray-Matter	0.478431	0.729412	0.862745	0	0.0114991
164	Right-Subcortical-Gray-Matter	0.478431	0.729412	0.862745	0	0.0115697
165	Skull	0.470588	0.470588	0.470588	0	0.0116402
166	Posterior-fossa	0.054902	0.188235	1	0	0.0117108
167	Scalp	0.65098	0.164706	0.164706	0	0.0117813
168	Hematoma	0.47451	0.0705882	0.52549	0	0.0118519
169	Left-Basal-Ganglia	0.92549	0.0509804	0.498039	0	0.0119224
176	Right-Basal-Ganglia	0.92549	0.0509804	0.494118	0	0.0124162
170	brainstem	0.466667	0.623529	0.690196	0	0.0119929
171	DCG	0.466667	0	0.690196	0	0.0120635
172	Vermis	0.466667	0.392157	0.690196	0	0.012134
173	Midbrain	0.94902	0.407843	0.298039	0	0.0122046
174	Pons	0.807843	0.764706	0.227451	0	0.0122751
175	Medulla	0.466667	0.623529	0.690196	0	0.0123457
177	Vermis-White-Matter	0.466667	0.196078	0.690196	0	0.0124868
178	SCP	0.556863	0.713726	0	0	0.0125573
179	Floculus	0.0745098	0.392157	0.690196	0	0.0126279
180	Left-Cortical-Dysplasia	0.286275	0.239216	0.545098	0	0.0126984
181	Right-Cortical-Dysplasia	0.286275	0.243137	0.545098	0	0.012769
182	CblumNodulus	0.0392157	0.392157	0.690196	0	0.0128395
193	Left-hippocampal_fissure	0	0.768627	1	0	0.0136155
194	Left-CADG-head	1	0.643137	0.643137	0	0.0136861
195	Left-subiculum	0.768627	0.768627	0	0	0.0137566
196	Left-fimbria	0	0.392157	1	0	0.0138272
197	Right-hippocampal_fissure	0.501961	0.768627	0.643137	0	0.0138977
198	Right-CADG-head	0	0.494118	0.294118	0	0.0139683
199	Right-subiculum	0.501961	0.376471	0.25098	0	0.0140388
200	Right-fimbria	0	0.196078	0.501961	0	0.0141093
201	alveus	1	0.8	0.6	0	0.0141799
202	perforant_pathway	1	0.501961	0.501961	0	0.0142504
203	parasubiculum	0.686275	0.686275	0.294118	0	0.014321
204	presubiculum	0.25098	0	0.25098	0	0.0143915
205	subiculum	0	0	1	0	0.0144621
206	CA1	1	0	0	0	0.0145326
207	CA2	0.501961	0.501961	1	0	0.0146032
208	CA3	0	0.501961	0	0	0.0146737
209	CA4	0.768627	0.627451	0.501961	0	0.0147443
210	GC-DG	0.12549	0.784314	1	0	0.0148148
211	HATA	0.501961	1	0.501961	0	0.0148854
212	fimbria	0.8	0.6	0.8	0	0.0149559
213	lateral_ventricle	0.47451	0.0666667	0.533333	0	0.0150265
214	molecular_layer_HP	0.501961	0	0	0	0.015097
215	hippocampal_fissure	0.501961	0.12549	1	0	0.0151675
216	entorhinal_cortex	1	0.8	0.4	0	0.0152381
217	molecular_layer_subiculum	0.501961	0.501961	0.501961	0	0.0153086
218	Amygdala	0.407843	1	1	0	0.0153792
219	Cerebral_White_Matter	0	0.886275	0	0	0.0154497
220	Cerebral_Cortex	0.803922	0.247059	0.305882	0	0.0155203
221	Inf_Lat_Vent	0.772549	0.227451	0.980392	0	0.0155908
222	Perirhinal	0.129412	0.588235	0.980392	0	0.0156614
223	Cerebral_White_Matter_Edge	0.886275	0	0	0	0.0157319
224	Background	0.392157	0.392157	0.392157	0	0.0158025
225	Ectorhinal	0.772549	0.588235	0.980392	0	0.015873
226	HP_tail	0.666667	0.666667	1	0	0.0159436
227	Polymorphic-Layer	0.501961	1	0.501961	0	0.0160141
228	Intracellular-Space	0.8	0.6	0.8	0	0.0160847
231	HP_body	0	1	0	0	0.0162963
232	HP_head	1	0	0	0	0.0163668
233	presubiculum-head	0.12549	0	0.12549	0	0.0164374
234	presubiculum-body	0.25098	0	0.25098	0	0.0165079
235	subiculum-head	0	0	0.686275	0	0.0165785
236	subiculum-body	0	0	1	0	0.016649
237	CA1-head	0.686275	0.294118	0.294118	0	0.0167196
238	CA1-body	1	0	0	0	0.0167901
239	CA3-head	0	0.313726	0	0	0.0168607
240	CA3-body	0	0.501961	0	0	0.0169312
241	CA4-head	0.470588	0.352941	0.196078	0	0.0170018
242	CA4-body	0.768627	0.627451	0.501961	0	0.0170723
243	GC-ML-DG-head	0.294118	0.490196	0.686275	0	0.0171429
244	GC-ML-DG-body	0.12549	0.784314	1	0	0.0172134
245	molecular_layer_HP-head	0.392157	0.0980392	0.0980392	0	0.017284
246	molecular_layer_HP-body	0.501961	0	0	0	0.0173545
247	FreezeSurface	0.0392157	0.392157	0.392157	0	0.017425
250	Fornix	1	0	0	0	0.0176367
251	CC_Posterior	0	0	0.25098	0	0.0177072
252	CC_Mid_Posterior	0	0	0.439216	0	0.0177778
253	CC_Central	0	0	0.627451	0	0.0178483
254	CC_Mid_Anterior	0	0	0.815686	0	0.0179189
255	CC_Anterior	0	0	1	0	0.0179894
256	Voxel-Unchanged	0	0	0	0	0.01806
257	CSF-ExtraCerebral	0.235294	0.235294	0.235294	0	0.0181305
258	Head-ExtraCerebral	0.588235	0.588235	0.784314	0	0.0182011
259	Eye-Fluid	0.235294	0.235294	0.235294	0	0.0182716
260	BoneOrAir	0.466667	0.623529	0.690196	0	0.0183422
261	PossibleFluid	0.470588	0.0705882	0.52549	0	0.0184127
262	Sinus	0.768627	0.627451	0.501961	0	0.0184832
263	Left-Eustachian	0.466667	0.623529	0.690196	0	0.0185538
264	Right-Eustachian	0.466667	0.623529	0.690196	0	0.0186243
265	Left-Eyeball	0.235294	0.235294	0.235294	0	0.0186949
266	Right-Eyeball	0.235294	0.235294	0.235294	0	0.0187654
331	Aorta	1	0	0	0	0.023351
332	Left-Common-IliacA	1	0.313726	0	0	0.0234215
333	Right-Common-IliacA	1	0.627451	0	0	0.0234921
334	Left-External-IliacA	1	1	0	0	0.0235626
335	Right-External-IliacA	0	1	0	0	0.0236332
336	Left-Internal-IliacA	1	0	0.627451	0	0.0237037
337	Right-Internal-IliacA	1	0	1	0	0.0237743
338	Left-Lateral-SacralA	1	0.196078	0.313726	0	0.0238448
339	Right-Lateral-SacralA	0.313726	1	0.196078	0	0.0239153
340	Left-ObturatorA	0.627451	1	0.196078	0	0.0239859
341	Right-ObturatorA	0.627451	0.784314	1	0	0.0240564
342	Left-Internal-PudendalA	0	1	0.627451	0	0.024127
343	Right-Internal-PudendalA	0	0	1	0	0.0241975
344	Left-UmbilicalA	0.313726	0.196078	1	0	0.0242681
345	Right-UmbilicalA	0.627451	0	1	0	0.0243386
346	Left-Inf-RectalA	1	0.823529	0	0	0.0244092
347	Right-Inf-RectalA	0	0.627451	1	0	0.0244797
348	Left-Common-IliacV	1	0.784314	0.313726	0	0.0245503
349	Right-Common-IliacV	1	0.784314	0.627451	0	0.0246208
350	Left-External-IliacV	1	0.313726	0.784314	0	0.0246914
351	Right-External-IliacV	1	0.627451	0.784314	0	0.0247619
352	Left-Internal-IliacV	0.117647	1	0.313726	0	0.0248325
353	Right-Internal-IliacV	0.313726	0.784314	1	0	0.024903
354	Left-ObturatorV	0.313726	1	0.784314	0	0.0249735
355	Right-ObturatorV	0.764706	1	0.784314	0	0.0250441
356	Left-Internal-PudendalV	0.470588	0.784314	0.0784314	0	0.0251146
357	Right-Internal-PudendalV	0.666667	0.0392157	0.784314	0	0.0251852
358	Pos-Lymph	0.0784314	0.509804	0.705882	0	0.0252557
359	Neg-Lymph	0.0784314	0.705882	0.509804	0	0.0253263
400	V1	0.807843	0.243137	0.305882	0	0.0282187
401	V2	0.47451	0.0705882	0.52549	0	0.0282892
402	BA44	0.780392	0.227451	0.980392	0	0.0283598
403	BA45	0.00392157	0.580392	0	0	0.0284303
404	BA4a	0.866667	0.972549	0.643137	0	0.0285009
405	BA4p	0.905882	0.580392	0.133333	0	0.0285714
406	BA6	0.00392157	0.462745	0.054902	0	0.028642
407	BA2	0.470588	0.462745	0.054902	0	0.0287125
408	BA1_old	0.482353	0.729412	0.866667	0	0.0287831
409	BAun2	0.933333	0.0509804	0.694118	0	0.0288536
410	BA1	0.482353	0.729412	0.862745	0	0.0289242
411	BA2b	0.541176	0.0509804	0.807843	0	0.0289947
412	BA3a	0.933333	0.509804	0.690196	0	0.0290653
413	BA3b	0.854902	0.901961	0.298039	0	0.0291358
414	MT	0.14902	0.835294	0.690196	0	0.0292063
415	AIPS_AIP_l	0.00392157	0.882353	0.690196	0	0.0292769
416	AIPS_AIP_r	0.00392157	0.882353	0.690196	0	0.0293474
417	AIPS_VIP_l	0.784314	0.00784314	0.392157	0	0.029418
418	AIPS_VIP_r	0.784314	0.00784314	0.392157	0	0.0294885
419	IPL_PFcm_l	0.0196078	0.784314	0.352941	0	0.0295591
420	IPL_PFcm_r	0.0196078	0.784314	0.352941	0	0.0296296
421	IPL_PF_l	0.392157	0.0196078	0.784314	0	0.0297002
422	IPL_PFm_l	0.0980392	1	0.392157	0	0.0297707
423	IPL_PFm_r	0.0980392	1	0.392157	0	0.0298413
424	IPL_PFop_l	0.901961	0.027451	0.392157	0	0.0299118
425	IPL_PFop_r	0.901961	0.027451	0.392157	0	0.0299824
426	IPL_PF_r	0.392157	0.0196078	0.784314	0	0.0300529
427	IPL_PFt_l	0.588235	0.0392157	0.784314	0	0.0301235
428	IPL_PFt_r	0.588235	0.0392157	0.784314	0	0.030194
429	IPL_PGa_l	0.686275	0.0392157	0.690196	0	0.0302646
430	IPL_PGa_r	0.686275	0.0392157	0.690196	0	0.0303351
431	IPL_PGp_l	0.0392157	0.392157	1	0	0.0304056
432	IPL_PGp_r	0.0392157	0.392157	1	0	0.0304762
433	Visual_V3d_l	0.588235	0.176471	0.27451	0	0.0305467
434	Visual_V3d_r	0.588235	0.176471	0.27451	0	0.0306173
435	Visual_V4_l	0.176471	0.784314	0.0588235	0	0.0306878
436	Visual_V4_r	0.176471	0.784314	0.0588235	0	0.0307584
437	Visual_V5_b	0.890196	0.176471	0.392157	0	0.0308289
438	Visual_VP_l	0.890196	0.176471	0.392157	0	0.0308995
439	Visual_VP_r	0.890196	0.176471	0.392157	0	0.03097
498	wmsa	0.560784	0.737255	0.560784	0	0.0351323
499	other_wmsa	1	0.972549	0.862745	0	0.0352028
500	right_CA2_3	0.0666667	0.333333	0.533333	0	0.0352734
501	right_alveus	0.466667	0.733333	0.4	0	0.0353439
502	right_CA1	0.8	0.266667	0.133333	0	0.0354145
503	right_fimbria	0.8	0	1	0	0.035485
504	right_presubiculum	0.866667	0.733333	0.0666667	0	0.0355556
505	right_hippocampal_fissure	0.6	0.866667	0.933333	0	0.0356261
506	right_CA4_DG	0.2	0.0666667	0.0666667	0	0.0356966
507	right_subiculum	0	0.466667	0.333333	0	0.0357672
508	right_fornix	0.0784314	0.392157	0.784314	0	0.0358377
550	left_CA2_3	0.0666667	0.333333	0.537255	0	0.0388007
551	left_alveus	0.466667	0.733333	0.403922	0	0.0388713
552	left_CA1	0.8	0.266667	0.137255	0	0.0389418
553	left_fimbria	0.8	0	0.996078	0	0.0390123
554	left_presubiculum	0.866667	0.733333	0.0627451	0	0.0390829
555	left_hippocampal_fissure	0.6	0.866667	0.937255	0	0.0391534
556	left_CA4_DG	0.2	0.0666667	0.0705882	0	0.039224
557	left_subiculum	0	0.466667	0.337255	0	0.0392945
558	left_fornix	0.0784314	0.392157	0.788235	0	0.0393651
600	Tumor	0.996078	0.996078	0.996078	0	0.042328
601	Cbm_Left_I_IV	0.27451	0.509804	0.705882	0	0.0423986
602	Cbm_Right_I_IV	0.960784	0.960784	0.960784	0	0.0424691
603	Cbm_Left_V	0.803922	0.243137	0.305882	0	0.0425397
604	Cbm_Right_V	0.470588	0.0705882	0.52549	0	0.0426102
605	Cbm_Left_VI	0.768627	0.227451	0.980392	0	0.0426808
606	Cbm_Vermis_VI	0	0.580392	0	0	0.0427513
607	Cbm_Right_VI	0.862745	0.972549	0.643137	0	0.0428219
608	Cbm_Left_CrusI	0.901961	0.580392	0.133333	0	0.0428924
609	Cbm_Vermis_CrusI	0	0.462745	0.054902	0	0.042963
610	Cbm_Right_CrusI	0	0.462745	0.054902	0	0.0430335
611	Cbm_Left_CrusII	0.478431	0.729412	0.862745	0	0.0431041
612	Cbm_Vermis_CrusII	0.92549	0.0509804	0.690196	0	0.0431746
613	Cbm_Right_CrusII	0.0470588	0.188235	1	0	0.0432452
614	Cbm_Left_VIIb	0.8	0.713726	0.556863	0	0.0433157
615	Cbm_Vermis_VIIb	0.164706	0.8	0.643137	0	0.0433862
616	Cbm_Right_VIIb	0.466667	0.623529	0.690196	0	0.0434568
617	Cbm_Left_VIIIa	0.862745	0.847059	0.0784314	0	0.0435273
618	Cbm_Vermis_VIIIa	0.403922	1	1	0	0.0435979
619	Cbm_Right_VIIIa	0.313726	0.768627	0.384314	0	0.0436684
620	Cbm_Left_VIIIb	0.235294	0.227451	0.823529	0	0.043739
621	Cbm_Vermis_VIIIb	0.235294	0.227451	0.823529	0	0.0438095
622	Cbm_Right_VIIIb	0.235294	0.227451	0.823529	0	0.0438801
623	Cbm_Left_IX	0.235294	0.227451	0.823529	0	0.0439506
624	Cbm_Vermis_IX	0.235294	0.235294	0.235294	0	0.0440212
625	Cbm_Right_IX	1	0.647059	0	0	0.0440917
626	Cbm_Left_X	1	0.647059	0	0	0.0441623
627	Cbm_Vermis_X	0	1	0.498039	0	0.0442328
628	Cbm_Right_X	0.647059	0.164706	0.164706	0	0.0443034
640	Cbm_Right_I_V_med	0.8	0	0	0	0.0451499
641	Cbm_Right_I_V_mid	1	0	0	0	0.0452205
642	Cbm_Right_VI_med	0	0	1	0	0.045291
643	Cbm_Right_VI_mid	0.117647	0.564706	1	0	0.0453616
644	Cbm_Right_VI_lat	0.392157	0.831373	0.929412	0	0.0454321
645	Cbm_Right_CrusI_med	0.854902	0.647059	0.12549	0	0.0455026
646	Cbm_Right_CrusI_mid	1	0.843137	0	0	0.0455732
647	Cbm_Right_CrusI_lat	1	1	0.65098	0	0.0456437
648	Cbm_Right_CrusII_med	0.6	0	0.8	0	0.0457143
649	Cbm_Right_CrusII_mid	0.6	0.552941	0.819608	0	0.0457848
650	Cbm_Right_CrusII_lat	0.8	0.8	1	0	0.0458554
651	Cbm_Right_7med	0.121569	0.831373	0.760784	0	0.0459259
652	Cbm_Right_7mid	0.0117647	1	0.929412	0	0.0459965
653	Cbm_Right_7lat	0.8	1	1	0	0.046067
654	Cbm_Right_8med	0.337255	0.290196	0.576471	0	0.0461376
655	Cbm_Right_8mid	0.447059	0.447059	0.745098	0	0.0462081
656	Cbm_Right_8lat	0.721569	0.698039	1	0	0.0462787
657	Cbm_Right_PUNs	0.494118	0.541176	0.145098	0	0.0463492
658	Cbm_Right_TONs	0.741176	0.772549	0.458824	0	0.0464198
659	Cbm_Right_FLOs	0.941176	0.901961	0.54902	0	0.0464903
660	Cbm_Left_I_V_med	0.8	0	0	0	0.0465608
661	Cbm_Left_I_V_mid	1	0	0	0	0.0466314
662	Cbm_Left_VI_med	0	0	1	0	0.0467019
663	Cbm_Left_VI_mid	0.117647	0.564706	1	0	0.0467725
664	Cbm_Left_VI_lat	0.392157	0.831373	0.929412	0	0.046843
665	Cbm_Left_CrusI_med	0.854902	0.647059	0.12549	0	0.0469136
666	Cbm_Left_CrusI_mid	1	0.843137	0	0	0.0469841
667	Cbm_Left_CrusI_lat	1	1	0.65098	0	0.0470547
668	Cbm_Left_CrusII_med	0.6	0	0.8	0	0.0471252
669	Cbm_Left_CrusII_mid	0.6	0.552941	0.819608	0	0.0471958
670	Cbm_Left_CrusII_lat	0.8	0.8	1	0	0.0472663
671	Cbm_Left_7med	0.121569	0.831373	0.760784	0	0.0473369
672	Cbm_Left_7mid	0.0117647	1	0.929412	0	0.0474074
673	Cbm_Left_7lat	0.8	1	1	0	0.047478
674	Cbm_Left_8med	0.337255	0.290196	0.576471	0	0.0475485
675	Cbm_Left_8mid	0.447059	0.447059	0.745098	0	0.047619
676	Cbm_Left_8lat	0.721569	0.698039	1	0	0.0476896
677	Cbm_Left_PUNs	0.494118	0.541176	0.145098	0	0.0477601
678	Cbm_Left_TONs	0.741176	0.772549	0.458824	0	0.0478307
679	Cbm_Left_FLOs	0.941176	0.901961	0.54902	0	0.0479012
690	CbmWM_Gyri_Left	0.478431	0.529412	0.196078	0	0.0486772
691	CbmWM_Gyri_Right	0.478431	0.529412	0.196078	0	0.0487478
701	CSF-FSL-FAST	0.470588	0.0705882	0.52549	0	0.0494533
702	GrayMatter-FSL-FAST	0.803922	0.243137	0.305882	0	0.0495238
703	WhiteMatter-FSL-FAST	0	0.882353	0	0	0.0495944
801	L_hypothalamus_anterior_inferior	0.980392	1	0.196078	0	0.0565079
802	L_hypothalamus_anterior_superior	0.313726	0.784314	1	0	0.0565785
803	L_hypothalamus_posterior	1	0.627451	0	0	0.056649
804	L_hypothalamus_tubular_inferior	1	0.627451	0.784314	0	0.0567196
805	L_hypothalamus_tubular_superior	0.0784314	0.705882	0.509804	0	0.0567901
806	R_hypothalamus_anterior_inferior	0.980392	1	0.196078	0	0.0568607
807	R_hypothalamus_anterior_superior	0.313726	0.784314	1	0	0.0569312
808	R_hypothalamus_posterior	1	0.627451	0	0	0.0570018
809	R_hypothalamus_tubular_inferior	1	0.627451	0.784314	0	0.0570723
810	R_hypothalamus_tubular_superior	0.0784314	0.705882	0.509804	0	0.0571429
999	SUSPICIOUS	1	0.392157	0.392157	0	0.0704762
1000	ctx-lh-unknown	0.0980392	0.0196078	0.0980392	0	0.0705467
